,id,comment_text, 'Bandwagon',"""Misrepresentation of Someone's Position (Straw Man)""",'Appeal to authority','Appeal to fear/prejudice','Black-and-white Fallacy/Dictatorship','Causal Oversimplification','Doubt','Exaggeration/Minimisation','Flag-waving','Glittering generalities (Virtue)','Loaded Language','Name calling/Labeling',"Obfuscation, Intentional vagueness, Confusion",'Presenting Irrelevant Data (Red Herring)','Reductio ad hitlerum','Repetition','Slogans','Smears','Thought-terminating cliché','Whataboutism'
7158,310_batch_2,"WHAT IS A GOOD POLITICAL PARTY?

HE IS THE ONLY ONE WHO DOESN'T SUPPORT OUR CITIES DRAWING CONCLUSIONS THAT MAKE POLICE ATTACKS AND OPEN SPEECH.",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1975,576_batch_2,"In an effort to level the playing field, Barron Trump discusses Joe Biden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4285,337_batch_2,"We chose no guilt in the CLINTON infringement proceedings after the FBI found Clinton's DNA on Monica's dress ...
... WE DO NOT LET THE FBI RESULTS AFFECT OUR VOTES!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
491,575_batch_2,"LET ME GET THIS STRAIGHT.

YOU KNOW BILL GATES OPENLY STATED VACCINES WILL BE USED TO DEPOPULATE THE WORLD 10%-15%, THAT HE RAN PANDEMIC DRILLS IN OCTOBER CALLED EVENT 201, HE ALREADY HAD A CORONA VACCINE PATENT.....
AND YOU'RE STILL GOING TO TAKE HIS VACCINE?
ARE YOU FUCKING INSANE 
",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3653,177,"Forget this NOT Mon:

Molding Trump Corona Task Force

Democrats lost time with fake disability",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
1680,32_batch_2,"Charles Wade, co-founder of BLM, was arrested for child trafficking in 2016.
In other words, he was arrested for the modern slave trade.
I hope you haven't missed the irony.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
439,521_batch_2,"Maybe the NFL should put this up in every locker room

THE FIRST AFRICAN-AMERICAN TO RECEIVE THE MEDAL OF HONOR IN THE CIVIL WAR WAS SGT. WILLIAM HARVEY CARNEY WHO, DESPITE BEING SHOT IN THE FACE, SHOULDERS, ARMS, AND LEGS, REFUSED TO LET THE AMERICAN FLAG TOUCH THE GROUND.
",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5190,3,"I didn't know what a reward for a sexual predator ...

THANKS DEMOCRATS",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7823,653_batch_2,"""Everyone believes in the song for no reason not convinced.""
-James Randy",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,644_batch_2,"The only thing ""essential"" oils are essential for is the seller's income.

Aromatherapy has no proven medicinal benefits",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7776,635_batch_2,"I do not understand.
My parents refuse to vaccinate me because they say the aluminum in vaccines is toxic.

So they give me smooth food all day?",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5047,2,"As a reminder, this Oklahoma City building was blown up and destroyed just 4 days before Hillary Clinton was indicted in the Whitewater Scandal.
All documents lost!",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
5513,215_batch_2,They said Trump is fighting the ring of OLD AND NOT SINGLE in reporters asking for additional information.,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3143,528_batch_2,Democrat ALEXANDRIA Ortiz Cortez blows bubbles in the face of an INTO young girl and removes the particle covid mask.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1950,543_batch_2,"Fear of riots is diminishing
Return to Corona

BACK TO CROWN!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3429,652_batch_2,"He calls for a ban on glyphosate based on the mistaken belief that it may be carcinogenic.

He continues to drink carcinogenic wine.",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2081,169,"Our elders have called war to save lives.
Don't be there to call their store sitting on the couch.
We sing about this.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7829,655_batch_2,"We welcome 400,000 Verity Engagement in the six moon landing simulation because today they keep their mouths shut for 49 years.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4794,613_batch_2,When your anti-vaccine friend gets upset that you call him because of his shit.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2335,163,"I GET WHAT I WANT

OR THE COUNTRY WILL NOT GET WHAT IT NEEDS.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,628_batch_2,"Just a warning, most of my quotes on the internet are not mine.
-Morgan Freeman",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5657,294_batch_2,"The choice is only 6 months!

Thumbs up for Trump and suggestions for thumb down!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4663,553_batch_2,"INSTEAD OF HANDS
DONT PULL

HOW MUCH PULL YOUR PANTS, DON'T PUSH IT",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6998,229_batch_2,"When the trumpet turns 8 in total production... I will donate him $3,200,000 a salary!

""The Honest Person in Washington!""",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4231,311_batch_2,"ON THE SAME DAY, PRESIDENT TRUMP EXTENDED EDUCATIONAL AND ECONOMIC OPPORTUNITIES IN ISPANICA ...

THE LEFT STARTED A BOYCOTT AGAINST A HISPANIC FAMILY BUSINESS IN ORDER TO SUPPORT TRUMP",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6676,184,"Acquiring immunity ""naturally""

Get immunity through vaccination

What would you choose",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3445,658_batch_2,"He had a brain injury and forgot everything he had learned in medical school.

Successful alternative practitioner.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3016,420_batch_2,DANCE My bitch is dancing,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2778,315_batch_2,"TRUE NEW YORK, NITVIT

He has been fucking the whole country for over 9 years and then has the guts to say the president is not doing enough.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
2134,131,"SINISTERS THINK INJECTING CATTLE WITH HORMONES IS BAD

BUT THINKING CHILDREN INJECTING HORMONES TO CHANGE THEIR SEX IS GOOD",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
7195,328_batch_2,The guy who tells us that the Russians hacked the elections also tells us that the NSA has no intention of spying on the Americans.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7454,443_batch_2,Group brain death,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7391,413_batch_2,"CNN report:

Registration 15,000 submarines (shown here)
Joe Biden support.
This should be an issue for the Trump campaign.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2126,8,"I promise.

I promise.

I promise.

provide.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7128,296_batch_2,We humans want this woman to leave the office.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1757,224_batch_2,"ME: ""List your sources at a high level.""

JOURNO LIB:",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5222,111,"If you put Hillary STOP PAY-PER-VIEW...

... was able to pay the national debt!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6626,112,"Hillary Clinton Joe Biden

Bernies on the weekend

HE may not be dead... This is the life of PARTY!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7565,543_batch_2,"Fear becomes less of riot
Back to corona

BACK TO CROWN!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5337,63_batch_2,"Biden-Harris Democratic Card?

Wait, you pee on me!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4899,654_batch_2,"We know the moon landing was not simulated.

Because that's how we learned that the Earth is flat.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7055,259_batch_2,"WHO observed ""sleeping"" debate in ME?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3663,134,"If Trump is not Hitler, I'm an idiot

Overconfidence",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1326,310_batch_2,"Which political party are the good guys?

IT IS HE WHO DOESN'T SUPPORT BURNING OUR CITIES, RELEASING CONDEMNED CRIMINALS, ATTACKING THE POLICE AND SILENCING FREE SPEECH.",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4902,655_batch_2,"Today we salute 400,000 people who participated in the simulation of the six moon landings because they have not kept their mouths shut for 49 years.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4720,579_batch_2,"Me and I control the climate of your world.
NOW SHUT THE TAP OR I'LL LEAVE YOU THE ASS",0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3800,163,"I can get what i want

Or the state doesn't get what it needs",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,306_batch_2,This is how you feel when you can cure $ 20 of your billion dollar virus.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3425,649_batch_2,"Can You Lose That Twitter Account And Say That Person Is Closer To Life According To The Nazis
Kind STFU?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5031,188,"If you think “they” are hiding a cure for cancer but discouraging people from contracting HPV and hepatitis. Vaccines B ...

then you are ""they"".",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,558_batch_2,"MY NAME IS CHUCK. 
I AM A WORTHLESS PIECE OF SHIT THAT HAS MILKED AMERICA FOR MY WHOLE CAREER. 
I HAVE NOT DONE ANYTHING FOR THIS COUNTRY.
I AM A TRUE DEMOCRAT.
",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3794,5,America's axis of evil,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6115,548_batch_2,"And there it is, in a NASCAR.
THE GARAGE, THE DESTINATION OF THE RACISTS",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3521,684_batch_2,"Joe Biden Gifts

Poor boy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6241,606_batch_2,"If we change the name of diseases to anti-vaccine activists, perhaps fewer children should suffer.
Like that boy with Jim Carrey disease (chickenpox)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3583,2,"As a reminder, this Oklahoma City building was demolished and destroyed just 4 days before Hillary Clinton was indicted in the Whitewater scandal.
All documents lost!",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
4357,361_batch_2,"EDUCATIONAL CONTROL,
Control your mind.

HEALTH MONITORING,
Check your body.

CHECK THE MEDIA
CONTROL YOUR THOUGHTS.

CHECK THE VOTES,
Control your life.

WHAT WE CANNOT CONTROL
WE MUST DESTROY.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1480,568_batch_2,"When police departments lose funds:
Caller: help! Someone is entering my house!
911 Operator: Stay calm, sir.
We are sending you our thoughts and prayers right now.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3901,100_batch_2,"If Amy Coney Barrett doesn't make sense of not taking her seven children to some exposed and socially distant event, then she doesn't have a good enough judgment from the Supreme Court.
Complete stop.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5374,68_batch_2,"HEY LIBERALS
WE WILL CHANGE THE FLAG FOR YOU DO YOU LIKE IT?

TRIUMPH
-2020-
KEEP AMERICA GREAT!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6921,39_batch_2,"Time to dissolve the federal government
CHANGE YOUR THOUGHTS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7772,634_batch_2,"“I am really worried about the wind turbines causing cancer!”

“Well, they get rid of these chemtrails, and this I think it's worth the risk.”",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4546,454_batch_2,"WHAT DO YOU THINK

IS IT MY WIFE OR MY SISTER?

I should ask HILLARY how to say it as an accident.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1871,382_batch_2,"Losers can still see sweaty NFL thugs helping rapists and BLMs.

I keep watching the beautiful girls play beach volleyball.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1829,330_batch_2,"According to President Trump when he told Ilhan Omar to leave America and said, ""You can't go fast enough.""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3381,634_batch_2,"""I'm really worried about cancer from these wind turbines!""

""Well, they run chemtrails, so I think the risk is worth it.""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7417,425_batch_2,"Cry what you want

It does exactly what I hired it to do ...",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5370,88_batch_2,"THERE WAS NO FLASH IN FRONT OF MY DESK.
ANTIFA WAS NOT.
THERE WAS NO WAR WITH THE POLICE.
I BUILT.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4872,643_batch_2,"While there is no scientific consensus that acupuncture actually works, it is reasonable to say that it may have a placebo effect in humans.

However, animals do not respond to placebos, which is why all veterinary acupuncturists stab your pets with a knife.
Animal cruelty is clean and simple.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4919,662_batch_2,"""So why would you go about marching against Monsanto and other member companies that would not check the same product?""

""Uh... just sing the slogans and ask questions!""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2952,387_batch_2,"VOTE JOE AND HO
Feb 2020",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
4439,401_batch_2,"Taken to life
Ruth BADER GINSBOURG

Save billions of lives",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
898,385_batch_2,"Is there anything appropriate in a public school at all?
Let's talk about it because it has become a pervasive problem affecting our children ...

BLACK LIFE IS IMPORTANT",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
6012,454_batch_2,"WHAT THEY THINK

IS THIS MY WIFE OR SISTER?

SHOULD SEE HILLARY. HOW TO DO IT AS AN ACCIDENT?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,44_batch_2,"The ideology that killed over 100 million last century

Is now being praised at our universities today

SA SOCIALIST ALTERNATIVE
THE UNIVERSITY OF MELBOURNE
I WANT FULL COMMUNISM BECAUSE I VALUE A FAIR SOCIETY
Socialist Alliance
Australian National University

",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1583,128,"THERE ARE ONLY TWO SEXES

WIFE

MALE",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,642_batch_2,"Extensive studies have found no correlation between the use of glyphosate among farmers and cancer rates.

None. Postal code. Nothing. Nothing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1292,259_batch_2,"WHO ELSE EXPECTS ME TO HIT ME WHEN JOE ""SLEEPS"" IN THE DEBATE?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2119,2,"As a reminder, this Oklahoma City building was blown up and destroyed just 4 days before Hillary Clinton was indicted in the Whitewater Scandal.
All documents lost!",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
7303,367_batch_2,"""To conquer a nation, first disarm its citizens""
- Adolf Hitler, 1933",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,13_batch_2,"This law is not a moral compass. HID and Frank law of people's integrity broke.
The people followed the treatment butter.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3517,682_batch_2,"MEET THE BIDEN BOYS

SNIFF & SNORT",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5416,38_batch_2,YOU CAN STILL DISPOSE OF REGULAR OR EVERYTHING IS CROWN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4467,414_batch_2,"Every time I think I was having a terrible day at work, I think back to Nancy Pelosi working for a gynecologist.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3030,426_batch_2,THIS IS HOW LIKE A STADIUM 4 TRUMPER SYNDROME!,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1589,153,"INSIDE AND OUTSIDE

Racist and immoral liar and a madman

Dangerously stupid and downright crazy

INSIDE AND OUTSIDE",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2990,409_batch_2,"Trickster

Everyone is talking about DG himself:
His birth certificate, his SS number, his school education, his devotion to the well-being of this country, .... .... his religion is a lie.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
494,578_batch_2,"SO WHAT DID YOU LEARN AT HOME DURING THE PANDEMIC?

I'm a boy!

I'm a girl!

Nuke Goddam China!

",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5666,300_batch_2,"“American warriors deliberately oppressed with fascism of defeat abroad where our freedom is trampled here by violent crowds at home.”
-President Donald Trump",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7668,586_batch_2,"Mexican word of the day: Biden

""Help! This gringo is Biden, my ear! """,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5258,5,America's axis of evil,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6119,550_batch_2,"LET'S TRY THE HILLARY CAMPAIGN AGAIN, THIS TIME AND HERE'S TURN:
Be completely INCOERENT.

JOE
2,020",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1088,681_batch_2,"During Halloween, some states require that child sex offenders post entries

SUBMISSION TO THE PRESIDENT",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6112,547_batch_2,"It is a garage door rope and has proven itself
there for years.

Obviously it's a rope and they put it there because I'm black.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7308,368_batch_2,"“Sending a lecture from ADAM-SCHIFF, the Senate on justice and reasonable judgment, is like listening to a pyromaniac speech on fire prevention.

SENATOR Lindsay Graham",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6351,648_batch_2,"Try to remember all the ""natural"" things that can hurt or kill you.

So ask yourself why this word influences your food choices.",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4854,637_batch_2,"Most children receiving cancer treatment cannot be vaccinated.
Unvaccinated people threaten their lives.

Vaccinations.
It's not always about you.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6004,452_batch_2,"SORRY, I ONLY LOVE WOMEN",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4402,383_batch_2,Check all the boxes with peaceful protests.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4925,664_batch_2,"Not well-nourished in Westerners * Genetically modified plants stand against to improve productivity and become drought resistant

People without voice continue to die from hunger caused by drought.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5307,26_batch_2,The real reason you don't pay attention to the #childrenslivesmatter or #endchildtrafficking movement is because the mainstream media didn't tell you about it.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
635,150,"THE TWO BIGGEST HAZARDS TO AMERICA

Worst Senate Leader Ever and the Most Corrupted President",0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
5697,311_batch_2,"THIS DAY, PRESIDENT TRUMP EXPANDED EDUCATION AND ECONOMIC OPPORTUNITIES FOR HISPANS ...

LEFT STARTS BOYCOTT AGAINST THE SPANISH FAMILY COMPANY DEVELOPMENT IN SUPPORT OF TRUMP",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2923,377_batch_2,"DEMENTIA MY ASS!

I've always been that fool!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7514,520_batch_2,"If your political agenda is over, it represents an important peoples IT.
I want you to be a threat to America.
Become a party of the Democratic Party today.",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
1105,188,"If you think ""they"" hide the cure for cancer, but discourage people from contracting HPV and hepatitis. Vaccines B ...

then YOU are ""them"".",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,133,"IT IS A FACT

DID YOU KNOW THE NRA TRAINED AMERICAN BLACKS TO FIGHT AGAINST THE DEMOCRATIC GROUP FORMED THE KKK",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2531,54_batch_2,"It's more silent on the obstacles and feels stupid than to show one of these on the lawn and the members doubts removed.

President Biden",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7593,553_batch_2,"Instead of URUK
DO NOT THROW

DO NOT MOVE AS YOU PULL PANTS",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
192,198_batch_2,"THEY TOLD ME I COULD BE ANYTHING I WANTED

SO I BECAME THE SAVIOR OF WESTERN CIVILIZATION",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4834,630_batch_2,"Yes i am homeopathic why are you asking me

I'd like to see a proper doctor instead, if you don't mind.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4398,381_batch_2,"Check out the new @ Targeta uniform.
Officially, I won't go shopping there anymore.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1375,367_batch_2,"""To conquer a nation, first disarm its citizens""
- Adolf Hitler, I933",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3592,127,"THE PEOPLE WHO ONCE CALL OUR SOLDIERS BABY KILLERS

Now read the Law on the Killing of Children",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
3678,159,"Do you remember when: the swine flu virus and the Zika virus caused massive cancellations?
Has our stock market crashed?
Did misinformation create confusion?
Forced people to hold toilet paper?

Of course not ... Because Obama fixed that!",0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3519,682_batch_2,"Meet the offered boys

Swing and die",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1860,364_batch_2,"Hi, my television makes this sound in repetitive silence.
I asked if you could help me.

It's probably just ADAM SHIP LADY.
Try disabling the test attempt",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
792,238_batch_2,"Trump loves minors!

Biden loves minors!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5220,21,"FREEDOM OF EXPRESSION?

SPEECH OF HATE?

SOMEONE EXPLAINS THIS HAPPINESS ...",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6935,169_batch_2,"Hmm
This leg is 99.997% safe.
I think i need to swim

#AntiVaxxerLogic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3130,523_batch_2,"Plunder

An act performed in urban communities to honor a recently killed person who no one knew but you are telling people he was like a son

Proper loot label dictates that undergarments be fully visible at all times",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7723,614_batch_2,"When the logic of the anti-blockade protest was applied to other areas of life:
""Okay guys, we've slowed down to a safe rate of descent so we clearly don't need those parachutes anymore!""",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1386,385_batch_2,"Is it appropriate in a public school?
Let's talk about it, because this has become a widespread problem affecting our children ...

BLACK LIVES MATTER",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
4466,414_batch_2,"Whenever I think of a terrible job at FMA work, I remember Nancy Pelosi having a gynecologist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5853,377_batch_2,"DEMENTIA MY ASS!

I've always been such a fool!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5539,232_batch_2,NEXT MONTH NOT MATERIAL EMPLOYEE AT 48 YEARS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2152,1,"8 YEARS UNDER OBAMA
4 MILLION JOBS LOST
Unemployment is low at 9.9%
2.8% GDP decline

2 1/2 YEARS UNDER TRUMPF
5.1 MILLION JOBS RECEIVED
UNEMPL FALL TO 3.6%
GDP grows by 3.2%",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1881,398_batch_2,"On my corpse, Trump will win a second term.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4414,387_batch_2,"VOTE JOE AND HO
2020",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1945,536_batch_2,The FBI hires Italian bodyguard Hiluigi Clintonelli to protect Ghislaine Maxwell,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1107,168,"NOT THE HERO WE NEED

BUT THE HERO WE DESERVE",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6919,39_batch_2,"Time to dissolve the federal government
CHANGE YOUR THOUGHT",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,104,"SCARY TACTICS LEFT.

Close business
Close the stadiums
Destroy the stock market
Try to delete TRUMP RALLIES.
Is this part of a larger Plot?
CORONAVIRUS
NO PANIC ...
THINK AMERICA!",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2287,149,"Trump has reportedly offered a German company $ 1.00 million for exclusive rights to coronavirus vaccines.

""Trump not only wanted to review every new vaccine, he also wanted to make sure that it was only available at a profit,"" reported Common Dreams.

What could be more corrupt than trying to benefit from the suffering of the whole world?
 Spread his shame.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
4245,317_batch_2,"• He told us to protect our borders
• He told us to take the products home.
• He told us that we should be less dependent on other countries.
• He warned us about China
• Democrats fought at every step!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7091,277_batch_2,"Governor MICHIGAN Whit requested NOW IS for his budget Washington.
I don't think President Trump should pay a penny
DO you?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1774,249_batch_2,OFFER PART OF THE PROBLEM SINCE 1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3532,688_batch_2,COMMUNISTS ALL OVER THE WORLD LOVE THESE 2!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
